Model Yr,Mfr Name,Division,Carline,Verify Mfr Cd,Index (Model Type Index),Eng Displ,# Cyl,Trans in FE Guide (MFR entered for data entered after May 13 2011),City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Comb FE (Guide) - Conventional Fuel,City Unadj FE - Conventional Fuel,Hwy Unadj FE - Conventional Fuel,Comb Unadj FE - Conventional Fuel,City Unrd Adj FE - Conventional Fuel,Hwy Unrd Adj FE - Conventional Fuel,Comb Unrd Adj FE - Conventional Fuel,Guzzler? ,Air Aspir Method,Air Aspiration Method Desc,Trans,Trans Desc,"Trans, Other",# Gears,Trans Lockup,Trans Creeper Gear,Drive Sys,Drive Desc,Max Ethanol % - Gasoline,Max Biodiesel %,Range1 - Model Type Driving Range - Conventional Fuel,Fuel Usage  - Conventional Fuel,Fuel Usage Desc - Conventional Fuel,Fuel Unit - Conventional Fuel,Fuel Unit Desc - Conventional Fuel,Gas Guzzler Exempt (Where Truck = 1975 NHTSA truck definition),Gas Guzzler Exempt Desc (Where Truck = 1975 NHTSA truck definition),2Dr Pass Vol,2Dr Lugg Vol,4Dr Pass Vol,4Dr Lugg Vol,Htchbk Pass Vol,Htchbk Lugg Vol,Annual Fuel1 Cost - Conventional Fuel,EPA Calculated Annual Fuel Cost - Conventional Fuel -----  Annual fuel cost error. Please revise Verify. ,City2 FE (Guide) - Alternative Fuel,Hwy2 Fuel FE (Guide) - Alternative Fuel,Comb2 Fuel FE (Guide) - Alternative Fuel,City2 Unadj FE - Alternative Fuel,Hwy2 Unadj FE - Alternative Fuel,Comb2 Unadj FE - Alternative Fuel,City2 Unrd Adj FE - Alternative Fuel,Hwy2 Unrd Adj FE - Alternative Fuel,Cmb2 Unrd Adj FE - Alternative Fuel, Range2 - Alt Fuel Model Typ Driving Range - Alternative Fuel, Fuel2 Usage - Alternative Fuel, Fuel2 Usage Desc - Alternative Fuel,Fuel2 Unit - Alternative Fuel,Fuel2 Unit Desc - Alternative Fuel,Fuel2 Annual Fuel Cost - Alternative Fuel,Fuel2 EPA Calculated Annual Fuel Cost - Alternative Fuel,Descriptor - Model Type (40 Char or less),Intake Valves Per Cyl,Exhaust Valves Per Cyl,Carline Class,Carline Class Desc,Car/Truck Category - Cash for Clunkers Bill.,Calc Approach Desc,Release Date,EPA FE Label Dataset ID,,Unique Label?,Label Recalc?,Relabel,Relabel Desc,Suppressed?,Police/Emerg?,Comments - Mfr Eng Cnfg,Cyl Deact?,Cyl Deact Desc,Var Valve Timing?,Var Valve Timing Desc,Var Valve Lift?,Var Valve Lift Desc,Energy Storage Device Desc,"Energy Storage Device,If Other",# Batteries,Battery Type Desc,"Battery Type, If Other",Total Voltage for Battery Pack(s),Batt Energy Capacity (Amp-hrs),Batt Specific Energy (Watt-hr/kg),Batt Charger Type Desc,Comments,# Capacitors,Regen Braking Type Desc,"Regen Braking Type, If Other","Regen Braking Wheels Source (Front, Rear, Both)",Driver Cntrl Regen Braking?,Fuel Cell Desc,Usable H2 Fill Capacity (kg),Fuel Cell Onboard H2 Capacity (kg),HEV-EV Comments,# Drive Motor Gen,Motor Gen Type Desc,"Motor Gen Type, If Other",Rated Motor Gen Power (kW),Fuel Metering Type 1 Desc,Fuel Metering Type 2 Desc,Fuel Metering Sys Cd,Fuel Metering Sys Desc,Fuel Cell Vehicle (Y or N),Off Board Charge Capable (Y or N),Camless Valvetrain (Y or N),Oil Viscosity,Eng Mgmt System (Stop/Start Sys) Code,Eng Mgmt System (Stop/Start Sys) Description,Model Type Desc (MFR entered),Charge Depleting Calc Appr Code,Charge Depleting Calc Appr Desc,Charge Sustaining Calc Appr Code,Charge Sustaining Calc Appr Desc,EPA Calculated Annual Fuel Cost,EPA Calculated Gas Guzzler MPG,MFR Calculated Gas Guzzler MPG ,EPA Calculated Gas Guzzler Indicator (Y or N),
2013,Porsche,Porsche,911 Carrera Cabriolet,PRX,103,3.4,6,Manual(M7),19,27,22,23.9,38,28.6906,18.9925,27.1644,21.9662,,NA,Naturally Aspirated,M,Manual,,7,N,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,68,5,,,,,2600,2600,,,,,,,,,,,,,,,,,SIDI; ,2,2,2,Minicompact Cars,car,Derived 5-cycle label,5/1/2012,9368,,Y,N,,,N,N,,N,,Y,Porsche VVT,Y,Porsche VVT,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W40,L,"Yes, but with lock-out features",911 Carrera Cabriolet M7,,,,,,,28.9,,
2013,Porsche,Porsche,911 Carrera S,PRX,106,3.8,6,Auto(S7),20,27,22,24.6,38,29.2399,19.5134,27.1644,22.3456,,NA,Naturally Aspirated,SA,Semi-Automatic,,7,N,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,70,5,,,,,2600,2600,,,,,,,,,,,,,,,,,SIDI; ,2,2,2,Minicompact Cars,car,Derived 5-cycle label,5/1/2012,9371,,Y,N,,,N,N,,N,,Y,Porsche VVT,Y,Porsche VVT,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W40,L,"Yes, but with lock-out features",911 Carrera S A7,,,,,,,29.4,,
2013,Porsche,Porsche,911 Carrera S,PRX,105,3.8,6,Manual(M7),19,27,22,23.5,38.2,28.4217,18.694,27.302,21.7848,,NA,Naturally Aspirated,M,Manual,,7,N,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,70,5,,,,,2600,2600,,,,,,,,,,,,,,,,,SIDI; ,2,2,2,Minicompact Cars,car,Derived 5-cycle label,5/1/2012,9370,,Y,N,,,N,N,,N,,Y,Porsche VVT,Y,Porsche VVT,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W40,L,"Yes, but with lock-out features",911 Carrera S M7,,,,,,,28.6,,
2013,Porsche,Porsche,911 Carrera S Cabriolet,PRX,108,3.8,6,Auto(S7),19,27,22,23.9,38,28.6906,18.9925,27.1644,21.9662,,NA,Naturally Aspirated,SA,Semi-Automatic,,7,N,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,68,5,,,,,2600,2600,,,,,,,,,,,,,,,,,SIDI; ,2,2,2,Minicompact Cars,car,Derived 5-cycle label,5/1/2012,9466,,Y,N,,,N,N,,N,,Y,Porsche VVT,Y,Porsche VVT,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W40,L,"Yes, but with lock-out features",911 Carrera S Cabriolet A7,,,,,,,28.9,,
2013,Porsche,Porsche,911 Carrera S Cabriolet,PRX,107,3.8,6,Manual(M7),19,27,22,23.4,37.2,28.0891,18.6193,26.6135,21.5295,,NA,Naturally Aspirated,M,Manual,,7,N,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,68,5,,,,,2600,2600,,,,,,,,,,,,,,,,,SIDI; ,2,2,2,Minicompact Cars,car,Derived 5-cycle label,5/1/2012,9467,,Y,N,,,N,N,,N,,Y,Porsche VVT,Y,Porsche VVT,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W40,L,"Yes, but with lock-out features",911 Carrera S Cabriolet M7,,,,,,,28.3,,
2013,Toyota,Scion,FR-S,TYX,11,2.0,4,Auto(S6),25,34,28,31.5,47.6385,37.1658,24.5488,33.7347,27.9769,,NA,Naturally Aspirated,SA,Semi-Automatic,,6,Y,N,R,"2-Wheel Drive, Rear",10,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,77,7,,,,,2050,2050,,,,,,,,,,,,,,,,,,2,2,2,Minicompact Cars,car,Derived 5-cycle label,3/20/2012,9196,,N,N,,,N,N,,N,,Y,intake and exhaust variable valve timing,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,0W20 GF4,N,No,,,,,,,,37.1,,
2013,Toyota,Scion,FR-S,TYX,10,2.0,4,Manual(M6),22,30,25,27.3679,42.5082,32.5916,21.5548,30.253,24.758,,NA,Naturally Aspirated,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",10,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,77,7,,,,,2300,2300,,,,,,,,,,,,,,,,,,2,2,2,Minicompact Cars,car,Derived 5-cycle label,3/20/2012,9195,,N,N,,,N,N,,N,,Y,intake and exhaust variable valve timing,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,0W20 GF4,N,No,,,,,,,,32.6,,
2013,Subaru,Subaru,BRZ,FJX,2,2.0,4,Auto(S6),25,34,28,31.5,47.3,37.0727,24.5488,33.5061,27.9059,,NA,Naturally Aspirated,SA,Semi-Automatic,,6,Y,N,R,"2-Wheel Drive, Rear",10,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,77,7,,,,,2050,2050,,,,,,,,,,,,,,,,,,2,2,2,Minicompact Cars,car,Derived 5-cycle label,3/20/2012,9178,,N,N,,,N,N,,N,,Y,intake and exhaust variable valve timing,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,0W20 GF4,N,No,,,,,,,,37.1,,
2013,Subaru,Subaru,BRZ,FJX,1,2.0,4,Manual(M6),22,30,25,27.3,41.7,32.3228,21.505,29.7013,24.5542,,NA,Naturally Aspirated,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",10,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,77,7,,,,,2300,2300,,,,,,,,,,,,,,,,,,2,2,2,Minicompact Cars,car,Derived 5-cycle label,3/20/2012,9177,,N,N,,,N,N,,N,,Y,intake and exhaust variable valve timing,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,0W20 GF4,N,No,,,,,,,,32.3,,
2013,Audi,Bentley,Continental GTC,ADX,7,4.0,8,Auto(S8),14,24,17,17.4,30.8,21.6358,14.0639,23.9773,17.2786,G,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,A,All Wheel Drive,10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,86,7,,,,,3350,3350,,,,,,,,,,,,,,,,,SIDI; ,2,2,3,Subcompact Cars,car,Vehicle Specific 5-cycle label,4/9/2012,9569,,N,N,,,N,N,Engine Code CMMA.  There are 2 turbo chargers but 1 common charge air intercooler for both banks. All is located between the cylinder banks (so called hot side inside). The intake manifolds (2) are located at the outer side of the cylinder heads,Y,"Deactivation of cylinders 2, 3, 5 and 8 by setting the inlet and exhaust valves to a valve lift of zero (all valves are closed), no fuel injection and no ignition.  Deactivation conditions: transmission in 3rd gear or higher, ECT greater than 40C, engine speed 930 to 3500 RPM, vehicle speed greater than 25 kmh",Y,Continuously intake and exhaust cam adjustement,Y,Multi-lobe Int/Exh cam design.  The first cam lobe lift is the normal design and the second cam lobe lift is zero for cylinder deactivation as described above.,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30 VW 50400 / 50700,N,No,,,,,,,,21.8,,
2013,Volkswagen,Bentley Motors Ltd.,Continental GTC,VWX,11,6.0,12,Auto(S6),11,19,14,13.7,24.6,17.112,11.2476,18.7327,13.7134,G,TC,Turbocharged,SA,Semi-Automatic,,6,Y,N,A,All Wheel Drive,85,,333,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,86,7,,,,,4050,4050,8,13,10,9.5,17.3,11.9181,7.8665,13.2535,9.6274,238,E,Ethanol (E85),MPG,miles per gallon,4650,4650,FFV; ,2,2,3,Subcompact Cars,car,Vehicle Specific 5-cycle label,3/30/2012,9634,,N,N,,,N,N,Continental Flying Spur,N,,Y,INLET AND OUTLET CONTINUOUSLY VARIABLE / MECHANICAL-HYDRAULIC,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,N,,N,5W30 VW 504 00,N,No,,,,,,,,17.2,,
2013,Volkswagen,Bentley Motors Ltd.,Continental Supersports Convt,VWX,12,6.0,12,Auto(S6),12,19,14,13.9,24.7,17.3049,11.5043,18.877,13.9574,G,TC,Turbocharged,SA,Semi-Automatic,,6,Y,N,A,All Wheel Drive,85,,333,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,86,7,,,,,4050,4050,8,14,10,10.3,17.2,12.569,8.3016,13.5384,10.0512,238,E,Ethanol (E85),MPG,miles per gallon,4650,4650,FFV; ,2,2,3,Subcompact Cars,car,Vehicle Specific 5-cycle label,3/30/2012,9635,,N,N,,,N,N,Continental Flying Spur,N,,Y,INLET AND OUTLET CONTINUOUSLY VARIABLE / MECHANICAL-HYDRAULIC,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,N,,N,5W30 VW 504 00,N,No,,,,,,,,17.4,,
2013,Ford Motor Company,Ford Division,MUSTANG,FMX,6,3.7,6,Auto(A6),19,31,23,24.1798,43.6431,30.2506,19.201,31.0262,23.1759,,NA,Naturally Aspirated,A,Automatic,,6,Y,N,R,"2-Wheel Drive, Rear",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,83,13,,,,,2300,2300,,,,,,,,,,,,,,,,,,2,2,3,Subcompact Cars,car,Derived 5-cycle label,2/27/2012,9217,,N,N,,,N,N,C11-0012-01,N,,Y,Dual Intake & Exhaust,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W20 GF-4,N,No,,,,,,,,30.5,,
2013,Ford Motor Company,Ford Division,MUSTANG,FMX,3,3.7,6,Manual(M6),19,29,22,23.3,40.7,28.8503,18.5445,29.0175,22.1404,,NA,Naturally Aspirated,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,83,13,,,,,2400,2400,,,,,,,,,,,,,,,,,,2,2,3,Subcompact Cars,car,Derived 5-cycle label,2/27/2012,9213,,N,N,,,N,N,C11-0012-01,N,,Y,Dual Intake & Exhaust,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W20 GF-4,N,No,,,,,,,,29.1,,
2013,Ford Motor Company,Ford Division,MUSTANG,FMX,8,5.0,8,Auto(A6),18,25,20,21.9829,35.0939,26.4255,17.5562,25.1589,20.3193,,NA,Naturally Aspirated,A,Automatic,,6,Y,N,R,"2-Wheel Drive, Rear",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,83,13,,,,,2650,2650,,,,,,,,,,,,,,,,,,2,2,3,Subcompact Cars,car,Derived 5-cycle label,2/27/2012,9212,,N,N,,,N,N,MUSTANG GT,N,,Y,"Y-CAM Torque actuated, computer controlled",N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W20 635A/ GF5,N,No,,,,,,,,26.6,,
2013,Ford Motor Company,Ford Division,MUSTANG,FMX,5,5.0,8,Manual(M6),15,26,19,19.1995,35.6,24.2207,15.4452,25.509,18.7791,,NA,Naturally Aspirated,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,83,13,,,,,2800,2800,,,,,,,,,,,,,,,,,,2,2,3,Subcompact Cars,car,Derived 5-cycle label,2/27/2012,9211,,N,N,,,N,N,MUSTANG GT,N,,Y,"Y-CAM Torque actuated, computer controlled",N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W20 635A/ GF5,N,No,,,,,,,,24.4,,
2013,Ford Motor Company,Ford Division,MUSTANG,FMX,9,5.8,8,Manual(M6),15,24,18,18.7363,33.3083,23.3291,15.0909,23.9209,18.097,,SC,Supercharged,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,83,13,,,,,3150,3150,,,,,,,,,,,,,,,,,,2,2,3,Subcompact Cars,car,Derived 5-cycle label,4/30/2012,9644,,N,N,,,N,N,MUSTANG GT500-SHELBY,N,,N,"Y-CAM Torque actuated, computer controlled",N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W20 635A/ GF5,N,No,,,,,,,,23.5,,
2013,Ford Motor Company,Ford Division,MUSTANG CONVERTIBLE,FMX,7,3.7,6,Auto(A6),19,30,23,24.2077,41.4859,29.7911,19.2217,29.555,22.8106,,NA,Naturally Aspirated,A,Automatic,,6,Y,N,R,"2-Wheel Drive, Rear",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,81,9,,,,,2300,2300,,,,,,,,,,,,,,,,,,2,2,3,Subcompact Cars,car,Derived 5-cycle label,2/27/2012,9216,,Y,N,,,N,N,C11-0012-01,N,,Y,Dual Intake & Exhaust,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W20 GF-4,N,No,,,,,,,,30,,
2013,Hyundai,HYUNDAI MOTOR COMPANY,GENESIS COUPE,HYX,1,2.0,4,Auto(A8),20,31,24,25.2,43.2,31.0154,19.9584,30.7245,23.6947,,TC,Turbocharged,A,Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,89,10,,,,,2400,2400,,,,,,,,,,,,,,,,,,2,2,3,Subcompact Cars,car,Derived 5-cycle label,1/31/2012,9052,,N,N,,,N,N,,N,,Y,Apply VVT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W30 ACEA A5,N,No,,,,,,,,31.2,,
2013,Hyundai,HYUNDAI MOTOR COMPANY,GENESIS COUPE,HYX,2,2.0,4,Manual(M6),21,30,24,26.2,41.8,31.4882,20.697,29.7696,23.9866,,TC,Turbocharged,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,89,10,,,,,2400,2400,,,,,,,,,,,,,,,,,,2,2,3,Subcompact Cars,car,Derived 5-cycle label,1/31/2012,9053,,N,N,,,N,N,,N,,Y,Apply VVT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W30 ACEA A5,N,No,,,,,,,,31.7,,
2013,Hyundai,HYUNDAI MOTOR COMPANY,GENESIS COUPE,HYX,3,3.8,6,Auto(A8),18,28,22,23.1,39.7,28.4539,18.3949,28.3323,21.8424,,NA,Naturally Aspirated,A,Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,89,10,,,,,2600,2600,,,,,,,,,,,,,,,,,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,1/31/2012,9054,,N,N,,,N,N,,N,,Y,APPLY VVT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W-30 ACEA A5,N,No,,,,,,,,28.7,,
2013,Hyundai,HYUNDAI MOTOR COMPANY,GENESIS COUPE,HYX,4,3.8,6,Manual(M6),18,27,21,22.8,37.9,27.7807,18.1702,27.0956,21.3323,,NA,Naturally Aspirated,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,89,10,,,,,2700,2700,,,,,,,,,,,,,,,,,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,1/31/2012,9055,,N,N,,,N,N,,N,,Y,APPLY VVT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W-30 ACEA A5,N,No,,,,,,,,28,,
2013,Nissan,INFINITI,G37 CONVERTIBLE,NSX,54,3.7,6,Auto(S7),17,25,20,21.6709,35.2157,26.2068,17.3211,25.2432,20.1695,,NA,Naturally Aspirated,SA,Semi-Automatic,,7,Y,N,R,"2-Wheel Drive, Rear",10,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,78,10,,,,,2850,2850,,,,,,,,,,,,,,,,,,2,2,3,Subcompact Cars,car,Derived 5-cycle label,5/11/2012,9833,,N,,,,N,N,for G37 CONVERTIBLE Journey and G37 CONVERTIBLE Sport 6MT,N,,Y,"ECM controlled, oil pressure driven",Y,VVEL controlled Moter Driven,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W-30,N,No,,,,,,,,26.4,,
2013,Nissan,INFINITI,G37 CONVERTIBLE,NSX,55,3.7,6,Manual(M6),16,24,19,20.2,32.9,24.4466,16.2076,23.6373,18.8778,,NA,Naturally Aspirated,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",10,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,78,10,,,,,3000,3000,,,,,,,,,,,,,,,,,,2,2,3,Subcompact Cars,car,Derived 5-cycle label,5/11/2012,9829,,N,,,,N,N,for G37 CONVERTIBLE Journey and G37 CONVERTIBLE Sport 6MT,N,,Y,"ECM controlled, oil pressure driven",Y,VVEL controlled Moter Driven,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W-30,N,No,,,,,,,,24.6,,
2013,Nissan,INFINITI,G37 COUPE,NSX,73,3.7,6,Auto(S7),19,27,22,23.7778,37.181,28.3819,18.9014,26.6004,21.7318,,NA,Naturally Aspirated,SA,Semi-Automatic,,7,Y,N,R,"2-Wheel Drive, Rear",10,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,85,7,,,,,2600,2600,,,,,,,,,,,,,,,,,,2,2,3,Subcompact Cars,car,Derived 5-cycle label,5/11/2012,9831,,N,,,,N,N,"for M37,G37 COUPE Journey,G37 COUPE Sport 6MT and G37x COUPE",N,,Y,"ECM controlled, oil pressure driven",Y,VVEL controlled Moter Driven,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W-30,N,No,,,,,,,,28.6,,
2013,Nissan,INFINITI,G37 COUPE,NSX,72,3.7,6,Manual(M6),17,25,20,20.7457,34.7496,25.3413,16.6217,24.9206,19.5516,,NA,Naturally Aspirated,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",10,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,85,7,,,,,2850,2850,,,,,,,,,,,,,,,,,,2,2,3,Subcompact Cars,car,Derived 5-cycle label,5/11/2012,9832,,N,,,,N,N,"for M37,G37 COUPE Journey,G37 COUPE Sport 6MT and G37x COUPE",N,,Y,"ECM controlled, oil pressure driven",Y,VVEL controlled Moter Driven,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W-30,N,No,,,,,,,,25.5,,
2013,Nissan,INFINITI,G37x COUPE,NSX,74,3.7,6,Auto(S7),18,25,20,22.2543,35.1361,26.6513,17.7604,25.1881,20.4778,,NA,Naturally Aspirated,SA,Semi-Automatic,,7,Y,N,A,All Wheel Drive,10,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,85,7,,,,,2850,2850,,,,,,,,,,,,,,,,,,2,2,3,Subcompact Cars,car,Derived 5-cycle label,5/11/2012,9826,,N,,,,N,N,"for M37,G37 COUPE Journey,G37 COUPE Sport 6MT and G37x COUPE",N,,Y,"ECM controlled, oil pressure driven",Y,VVEL controlled Moter Driven,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W-30,N,No,,,,,,,,26.8,,
2013,Nissan,NISSAN,GT-R,NSX,71,3.8,6,Auto(AM6),16,23,19,20.2988,30.1798,23.8062,16.4596,22.5568,18.7389,,TC,Turbocharged,AM,Automated Manual,,6,Y,N,A,All Wheel Drive,10,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,79,9,,,,,3000,3000,,,,,,,,,,,,,,,,,,2,2,3,Subcompact Cars,car,Vehicle Specific 5-cycle label,1/20/2012,9056,,N,N,,,N,N,,N,,Y,"ECM controlled, oil pressure driven",N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,SAE 0W-40,N,No,NA,,,,,,,24,,
2013,Audi,Bentley,Continental GT,ADX,8,4.0,8,Auto(S8),15,24,18,19,33.5,23.5959,15.0109,24.4645,18.1706,,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,A,All Wheel Drive,10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,89,11,,,,,3150,3150,,,,,,,,,,,,,,,,,SIDI; ,2,2,4,Compact Cars,car,Vehicle Specific 5-cycle label,4/9/2012,9570,,N,N,,,N,N,Engine Code CMMA.  There are 2 turbo chargers but 1 common charge air intercooler for both banks. All is located between the cylinder banks (so called hot side inside). The intake manifolds (2) are located at the outer side of the cylinder heads,Y,"Deactivation of cylinders 2, 3, 5 and 8 by setting the inlet and exhaust valves to a valve lift of zero (all valves are closed), no fuel injection and no ignition.  Deactivation conditions: transmission in 3rd gear or higher, ECT greater than 40C, engine speed 930 to 3500 RPM, vehicle speed greater than 25 kmh",Y,Continuously intake and exhaust cam adjustement,Y,Multi-lobe Int/Exh cam design.  The first cam lobe lift is the normal design and the second cam lobe lift is zero for cylinder deactivation as described above.,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30 VW 50400 / 50700,N,No,,,,,,,,23.6,,
2013,Volkswagen,Bentley Motors Ltd.,Continental GT,VWX,13,6.0,12,Auto(S6),12,19,14,13.9,24.7,17.3049,11.5043,18.877,13.9574,G,TC,Turbocharged,SA,Semi-Automatic,,6,Y,N,A,All Wheel Drive,85,,333,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,89,11,,,,,4050,4050,8,14,10,10.3,17.2,12.569,8.3016,13.5384,10.0512,238,E,Ethanol (E85),MPG,miles per gallon,4650,4650,FFV; ,2,2,4,Compact Cars,car,Vehicle Specific 5-cycle label,3/30/2012,9636,,N,N,,,N,N,Continental Flying Spur,N,,Y,INLET AND OUTLET CONTINUOUSLY VARIABLE / MECHANICAL-HYDRAULIC,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,N,,N,5W30 VW 504 00,N,No,,,,,,,,17.4,,
2013,General Motors,Chevrolet,CAMARO,GMX,187,3.6,6,Auto(A6),19,30,22,23.4,41.9,29.2021,18.6193,29.8379,22.4111,,NA,Naturally Aspirated,A,Automatic,,6,Y,N,R,"2-Wheel Drive, Rear",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,93,11,,,,,2400,2400,,,,,,,,,,,,,,,,,SIDI; ,2,2,4,Compact Cars,car,Derived 5-cycle label,4/30/2012,9853,,N,N,,,N,N,,N,,Y,CAM PHASER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30,N,No,,,,,,,,29.4,,
